Date/Time,Calories (cal),Total Carbs (g),Protein (g),Total Fat (g),Sugar (g),Fiber(g),Sugar Alcohols (g)
27-Jun-2023 12:30:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
27-Jun-2023 12:30:00,24.5,2.8,3.4,0.7,NaN,1.8,NaN
27-Jun-2023 12:30:00,175.7,0.0,34.2,4.4,0.0,0.0,NaN
27-Jun-2023 14:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
27-Jun-2023 14:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
27-Jun-2023 15:30:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
27-Jun-2023 15:30:00,2.4,0.0,0.3,0.1,0.0,0.0,NaN
27-Jun-2023 15:30:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
27-Jun-2023 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
27-Jun-2023 19:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
27-Jun-2023 19:30:00,420.0,6.0,0.0,48.0,0.0,0.0,NaN
27-Jun-2023 19:30:00,216.0,0.0,42.1,5.3,0.0,0.0,NaN
27-Jun-2023 19:30:00,50.0,1.0,0.0,5.0,NaN,NaN,NaN
27-Jun-2023 19:30:00,35.6,7.1,2.2,0.6,2.6,4.5,NaN
27-Jun-2023 19:30:00,150.3,2.2,8.1,12.2,0.0,0.0,NaN
27-Jun-2023 19:30:00,2.1,0.5,0.1,0.0,0.3,0.1,NaN
27-Jun-2023 19:30:00,30.6,6.2,1.2,0.5,4.0,1.8,NaN
27-Jun-2023 19:30:00,NaN,12.5,2.8,0.3,NaN,1.6,0.6
27-Jun-2023 19:30:00,30.2,6.4,1.9,0.3,4.3,2.6,NaN
27-Jun-2023 20:30:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
27-Jun-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
28-Jun-2023 06:30:00,94.1,5.7,16.9,0.0,5.7,0.0,NaN
28-Jun-2023 06:30:00,267.4,14.9,7.4,25.3,1.5,5.9,7.4
28-Jun-2023 06:45:00,280.0,19.0,9.0,25.0,1.0,4.0,12.0
28-Jun-2023 06:45:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
28-Jun-2023 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
28-Jun-2023 07:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
28-Jun-2023 07:30:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
28-Jun-2023 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
28-Jun-2023 08:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
28-Jun-2023 08:00:00,5.3,0.0,0.6,0.1,0.0,0.0,NaN
28-Jun-2023 08:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
28-Jun-2023 08:00:00,226.7,14.7,4.0,18.7,6.7,6.7,NaN
28-Jun-2023 10:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
28-Jun-2023 10:00:00,117.3,0.3,27.3,0.3,0.1,0.0,NaN
28-Jun-2023 10:00:00,5.4,0.0,0.6,0.1,0.0,0.0,NaN
28-Jun-2023 12:15:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
28-Jun-2023 12:15:00,71.4,0.7,4.3,5.7,0.0,0.0,NaN
28-Jun-2023 12:15:00,54.0,0.0,5.4,3.6,0.0,0.0,NaN
28-Jun-2023 12:15:00,NaN,NaN,78.7,0.6,NaN,NaN,0.6
28-Jun-2023 12:15:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
28-Jun-2023 12:15:00,24.5,2.8,3.4,0.7,NaN,1.8,NaN
28-Jun-2023 12:15:00,175.7,0.0,34.2,4.4,0.0,0.0,NaN
28-Jun-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
28-Jun-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
28-Jun-2023 13:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
28-Jun-2023 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
28-Jun-2023 15:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
28-Jun-2023 15:00:00,5.4,0.0,0.6,0.1,0.0,0.0,NaN
28-Jun-2023 15:00:00,117.3,0.3,27.3,0.3,0.1,0.0,NaN
28-Jun-2023 19:15:00,400.0,8.0,4.0,42.0,2.0,4.0,NaN
28-Jun-2023 19:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
28-Jun-2023 19:45:00,131.8,7.2,1.7,12.1,0.6,5.5,NaN
28-Jun-2023 19:45:00,389.5,34.0,21.6,18.7,4.6,3.2,NaN
28-Jun-2023 20:30:00,670.0,60.0,9.0,60.0,1.0,9.0,46.0
28-Jun-2023 20:30:00,610.0,58.0,7.0,54.0,1.0,7.0,45.0
29-Jun-2023 07:00:00,79.4,4.8,14.3,0.0,4.8,0.0,NaN
29-Jun-2023 07:00:00,262.3,14.6,7.3,24.8,1.5,5.8,7.3
29-Jun-2023 07:00:00,280.0,20.0,7.0,25.0,1.0,5.0,13.0
29-Jun-2023 07:00:00,15.0,0.5,0.5,1.2,0.0,0.5,NaN
29-Jun-2023 07:00:00,5.3,0.0,0.6,0.1,0.0,0.0,NaN
29-Jun-2023 07:15:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
29-Jun-2023 07:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
29-Jun-2023 08:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
29-Jun-2023 08:30:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
29-Jun-2023 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
29-Jun-2023 09:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
29-Jun-2023 09:00:00,5.3,0.0,0.6,0.1,0.0,0.0,NaN
29-Jun-2023 09:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
29-Jun-2023 09:00:00,144.8,9.8,7.2,10.3,1.0,7.8,NaN
29-Jun-2023 09:00:00,230.0,12.0,11.0,18.0,1.0,9.0,NaN
29-Jun-2023 10:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
29-Jun-2023 10:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
29-Jun-2023 10:00:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
29-Jun-2023 12:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
29-Jun-2023 12:00:00,71.4,0.7,4.3,5.7,0.0,0.0,NaN
29-Jun-2023 12:00:00,54.0,0.0,5.4,3.6,0.0,0.0,NaN
29-Jun-2023 12:00:00,NaN,NaN,78.7,0.6,NaN,NaN,0.6
29-Jun-2023 12:00:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
29-Jun-2023 12:00:00,24.5,2.8,3.4,0.7,NaN,1.8,NaN
29-Jun-2023 12:00:00,175.7,0.0,34.2,4.4,0.0,0.0,NaN
29-Jun-2023 12:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
29-Jun-2023 12:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
29-Jun-2023 15:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
29-Jun-2023 15:00:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
29-Jun-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
29-Jun-2023 19:00:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
29-Jun-2023 19:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
29-Jun-2023 19:00:00,25.0,0.5,0.0,2.5,NaN,NaN,NaN
29-Jun-2023 19:00:00,30.6,6.2,1.2,0.5,4.0,1.8,NaN
29-Jun-2023 19:00:00,30.2,6.4,1.9,0.3,4.3,2.6,NaN
29-Jun-2023 19:00:00,2.1,0.5,0.1,0.0,0.3,0.1,NaN
29-Jun-2023 19:00:00,17.8,3.5,1.1,0.3,1.3,2.2,NaN
29-Jun-2023 19:00:00,150.3,2.2,8.1,12.2,0.0,0.0,NaN
29-Jun-2023 19:00:00,NaN,12.5,2.8,0.3,NaN,1.6,0.6
29-Jun-2023 20:30:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
29-Jun-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-Jun-2023 07:30:00,411.4,22.9,11.4,38.9,2.3,9.1,11.4
30-Jun-2023 07:45:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
30-Jun-2023 07:45:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
30-Jun-2023 07:45:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
30-Jun-2023 10:00:00,1.0,128.0,24.0,12.0,NaN,8.0,12.0
30-Jun-2023 10:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
30-Jun-2023 10:45:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
30-Jun-2023 10:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
30-Jun-2023 13:45:00,630.0,9.0,114.0,15.0,3.0,0.0,NaN
30-Jun-2023 14:15:00,289.8,37.0,4.0,14.0,20.0,1.0,NaN
30-Jun-2023 14:15:00,190.1,22.0,3.0,11.0,10.0,1.0,NaN
30-Jun-2023 14:15:00,700.4,82.0,8.0,38.0,46.0,2.0,NaN
30-Jun-2023 14:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
30-Jun-2023 14:15:00,2.4,0.0,0.3,0.1,0.0,0.0,NaN
30-Jun-2023 18:00:00,1.0,128.0,24.0,12.0,NaN,8.0,12.0
01-Jul-2023 08:45:00,4.8,0.0,0.6,0.1,0.0,0.0,NaN
01-Jul-2023 08:45:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
01-Jul-2023 09:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
01-Jul-2023 09:15:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
01-Jul-2023 09:15:00,11.2,0.4,0.4,0.9,0.0,0.0,NaN
01-Jul-2023 10:45:00,407.0,2.0,25.5,33.0,0.4,0.0,NaN
01-Jul-2023 10:45:00,NaN,15.4,2.3,2.2,0.0,1.4,0.7
01-Jul-2023 10:45:00,NaN,NaN,14.6,3.2,2.2,NaN,NaN
01-Jul-2023 11:45:00,NaN,NaN,593.3,1.8,3.7,0.0,1.8
01-Jul-2023 10:45:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
01-Jul-2023 10:45:00,11.2,0.4,0.4,0.9,0.0,0.0,NaN
01-Jul-2023 11:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jul-2023 14:00:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
01-Jul-2023 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
01-Jul-2023 14:00:00,240.0,27.0,8.0,19.0,1.0,8.0,16.0
01-Jul-2023 14:15:00,350.0,38.0,7.0,31.0,0.0,21.0,12.0
01-Jul-2023 15:45:00,282.0,6.0,3.0,30.0,2.0,3.0,0.0
01-Jul-2023 18:30:00,NaN,NaN,687.0,0.0,11.0,0.0,0.0
01-Jul-2023 18:30:00,300.0,0.0,0.0,33.0,0.0,0.0,NaN
01-Jul-2023 18:30:00,NaN,283.1,2.4,11.7,0.0,0.0,0.0
01-Jul-2023 18:30:00,176.7,1.6,6.7,16.0,0.7,0.0,NaN
01-Jul-2023 18:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jul-2023 20:30:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
01-Jul-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
01-Jul-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
02-Jul-2023 07:15:00,520.0,48.0,12.0,52.0,0.0,8.0,36.0
02-Jul-2023 08:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
02-Jul-2023 08:00:00,7.5,0.2,0.2,0.8,0.0,0.0,NaN
02-Jul-2023 08:00:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
02-Jul-2023 10:00:00,407.0,2.0,25.5,33.0,0.4,0.0,NaN
02-Jul-2023 11:00:00,170.0,4.0,14.0,10.0,1.0,0.0,NaN
02-Jul-2023 11:30:00,120.0,4.0,24.0,1.5,1.0,NaN,NaN
02-Jul-2023 11:30:00,51.8,1.7,1.7,5.2,0.0,0.0,NaN
02-Jul-2023 11:30:00,260.0,24.0,6.0,26.0,0.0,4.0,18.0
02-Jul-2023 11:30:00,260.0,24.0,6.0,25.0,1.0,5.0,17.0
02-Jul-2023 12:15:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
02-Jul-2023 12:15:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
02-Jul-2023 13:00:00,23.5,5.0,1.2,0.3,2.2,2.7,NaN
02-Jul-2023 13:00:00,NaN,88.0,19.9,1.9,NaN,11.5,4.4
02-Jul-2023 13:00:00,115.2,0.0,22.4,2.9,0.0,0.0,NaN
02-Jul-2023 13:00:00,400.0,0.0,0.0,44.0,0.0,0.0,NaN
02-Jul-2023 13:00:00,220.0,26.0,8.0,20.0,1.0,8.0,16.0
02-Jul-2023 20:30:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
02-Jul-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
03-Jul-2023 08:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
03-Jul-2023 08:00:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
03-Jul-2023 08:00:00,15.0,0.5,0.5,1.5,0.0,0.0,NaN
03-Jul-2023 10:00:00,508.8,2.5,31.8,41.2,0.6,0.0,NaN
03-Jul-2023 10:00:00,NaN,NaN,148.3,0.5,0.9,0.0,0.5
03-Jul-2023 10:00:00,193.6,0.8,15.0,14.3,0.6,0.0,NaN
03-Jul-2023 11:00:00,231.3,1.4,13.2,19.3,0.2,NaN,NaN
03-Jul-2023 10:00:00,4.6,0.0,0.6,0.1,0.0,0.0,NaN
03-Jul-2023 10:00:00,15.0,0.5,0.5,1.5,0.0,0.0,NaN
03-Jul-2023 11:00:00,NaN,177.4,21.0,6.7,0.0,6.5,0.8
03-Jul-2023 11:00:00,208.0,53.6,0.0,0.1,48.4,0.0,NaN
03-Jul-2023 12:15:00,440.0,52.0,16.0,40.0,2.0,16.0,32.0
03-Jul-2023 14:15:00,NaN,1.0,131.4,134.5,1.8,0.0,71.2
03-Jul-2023 13:15:00,4.8,0.0,0.6,0.1,0.0,0.0,NaN
03-Jul-2023 16:30:00,239.9,0.2,23.2,15.5,0.1,0.0,NaN
03-Jul-2023 18:15:00,260.0,35.0,4.0,11.0,14.0,1.0,NaN
03-Jul-2023 17:15:00,7.2,0.0,0.9,0.1,0.0,0.0,NaN
03-Jul-2023 17:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
03-Jul-2023 17:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jul-2023 09:45:00,220.0,26.0,8.0,20.0,1.0,8.0,16.0
04-Jul-2023 09:45:00,260.0,24.0,6.0,26.0,0.0,4.0,18.0
04-Jul-2023 10:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
04-Jul-2023 10:00:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
04-Jul-2023 10:00:00,16.2,0.5,0.5,1.6,0.0,0.0,NaN
04-Jul-2023 10:15:00,407.0,2.0,25.5,33.0,0.4,0.0,NaN
04-Jul-2023 10:15:00,22.4,3.3,3.1,0.3,2.0,1.0,NaN
04-Jul-2023 10:15:00,346.7,2.7,32.0,21.3,0.0,2.7,NaN
04-Jul-2023 11:00:00,NaN,12.6,0.0,1.5,504.0,0.0,0.0
04-Jul-2023 11:00:00,22.5,0.8,0.8,2.2,0.0,0.0,NaN
04-Jul-2023 11:45:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
04-Jul-2023 11:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
04-Jul-2023 13:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jul-2023 13:00:00,280.0,18.0,8.0,26.0,2.0,4.0,12.0
04-Jul-2023 13:15:00,260.0,24.0,6.0,26.0,0.0,4.0,18.0
04-Jul-2023 13:45:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jul-2023 14:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jul-2023 15:45:00,NaN,NaN,574.0,0.0,4.7,0.0,0.0
04-Jul-2023 15:45:00,706.8,6.6,26.7,63.8,2.9,0.0,NaN
04-Jul-2023 14:45:00,400.0,0.0,0.0,44.0,0.0,0.0,NaN
04-Jul-2023 14:45:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jul-2023 14:45:00,39.6,4.0,0.0,0.0,NaN,4.0,NaN
04-Jul-2023 18:30:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
04-Jul-2023 18:30:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
04-Jul-2023 18:30:00,15.0,0.5,0.5,1.2,0.0,0.5,NaN
04-Jul-2023 18:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
04-Jul-2023 19:30:00,NaN,NaN,0.0,0.0,48.6,0.0,0.0
04-Jul-2023 20:30:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
04-Jul-2023 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
05-Jul-2023 08:45:00,7.2,0.0,0.9,0.1,0.0,0.0,NaN
05-Jul-2023 10:00:00,173.3,1.3,16.0,10.7,0.0,1.3,NaN
05-Jul-2023 10:00:00,407.0,2.0,25.5,33.0,0.4,0.0,NaN
05-Jul-2023 10:00:00,353.4,3.3,13.3,31.9,1.4,0.0,NaN
05-Jul-2023 10:00:00,NaN,283.1,2.4,11.7,0.0,0.0,0.0
05-Jul-2023 10:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
05-Jul-2023 10:15:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
05-Jul-2023 10:15:00,15.0,0.5,0.5,1.2,0.0,0.5,NaN
05-Jul-2023 11:00:00,520.0,48.0,12.0,50.0,2.0,10.0,34.0
05-Jul-2023 11:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
05-Jul-2023 14:00:00,8.0,1.6,0.3,0.1,1.1,0.5,NaN
05-Jul-2023 14:00:00,180.2,2.6,9.7,14.6,0.0,0.0,NaN
05-Jul-2023 14:00:00,2.1,0.5,0.1,0.0,0.3,0.1,NaN
05-Jul-2023 14:00:00,62.4,1.2,0.0,6.2,NaN,NaN,NaN
05-Jul-2023 14:00:00,8.9,1.8,0.6,0.1,0.6,1.1,NaN
05-Jul-2023 14:00:00,30.2,6.4,1.9,0.3,4.3,2.6,NaN
05-Jul-2023 14:00:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
05-Jul-2023 14:00:00,380.0,8.0,16.0,32.0,0.0,NaN,NaN
05-Jul-2023 14:15:00,NaN,746.0,103.5,5.0,NaN,77.0,2.2
05-Jul-2023 15:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
05-Jul-2023 16:00:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
05-Jul-2023 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jul-2023 07:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
06-Jul-2023 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
06-Jul-2023 09:45:00,7.2,0.0,0.9,0.1,0.0,0.0,NaN
06-Jul-2023 09:45:00,15.0,0.5,0.5,1.2,0.0,0.5,NaN
06-Jul-2023 10:00:00,814.0,4.0,51.0,66.0,0.9,0.0,NaN
06-Jul-2023 10:00:00,462.7,2.8,26.4,38.6,0.4,NaN,NaN
06-Jul-2023 10:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
06-Jul-2023 10:15:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
06-Jul-2023 10:15:00,15.0,0.5,0.5,1.2,0.0,0.5,NaN
07-Jul-2023 10:45:00,NaN,407.0,2.0,25.5,0.0,0.4,0.0
07-Jul-2023 09:45:00,303.3,2.3,28.0,18.7,0.0,2.3,NaN
07-Jul-2023 10:00:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
07-Jul-2023 10:00:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
07-Jul-2023 10:00:00,15.0,0.5,0.5,1.2,0.0,0.5,NaN
07-Jul-2023 11:30:00,NaN,12.0,0.0,1.4,480.0,0.0,0.0
07-Jul-2023 13:00:00,NaN,143.3,20.0,0.9,0.0,11.3,0.9
07-Jul-2023 13:00:00,NaN,NaN,NaN,NaN,67.9,7.7,26.3
07-Jul-2023 14:30:00,231.0,20.2,13.8,11.2,7.0,8.4,NaN
07-Jul-2023 14:30:00,180.0,4.0,8.0,14.0,0.0,0.0,NaN
07-Jul-2023 14:30:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
07-Jul-2023 16:15:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
07-Jul-2023 16:15:00,440.0,52.0,16.0,40.0,2.0,16.0,32.0
07-Jul-2023 18:45:00,NaN,849.1,7.3,35.0,0.0,0.0,0.0
07-Jul-2023 19:45:00,189.0,30.0,5.1,5.6,2.6,3.3,NaN
07-Jul-2023 18:45:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
07-Jul-2023 20:00:00,520.0,48.0,12.0,50.0,2.0,10.0,34.0
07-Jul-2023 20:00:00,220.0,26.0,8.0,20.0,1.0,8.0,16.0
07-Jul-2023 20:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
07-Jul-2023 21:00:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
07-Jul-2023 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
08-Jul-2023 07:30:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
08-Jul-2023 10:15:00,9.0,0.0,1.1,0.2,0.0,0.0,NaN
08-Jul-2023 12:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
08-Jul-2023 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
08-Jul-2023 15:15:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
08-Jul-2023 15:15:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
08-Jul-2023 17:30:00,9.0,0.0,1.1,0.2,0.0,0.0,NaN
08-Jul-2023 21:00:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
08-Jul-2023 23:30:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
08-Jul-2023 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
09-Jul-2023 09:15:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
09-Jul-2023 09:15:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
09-Jul-2023 11:15:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
09-Jul-2023 11:15:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
09-Jul-2023 11:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
09-Jul-2023 11:45:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
09-Jul-2023 11:45:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
09-Jul-2023 14:45:00,5.1,0.0,0.6,0.1,0.0,0.0,NaN
09-Jul-2023 14:45:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
09-Jul-2023 15:30:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
09-Jul-2023 15:30:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
09-Jul-2023 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
09-Jul-2023 18:15:00,50.0,1.7,1.7,4.2,0.0,1.7,NaN
09-Jul-2023 18:15:00,131.6,4.4,26.3,1.6,1.1,NaN,NaN
09-Jul-2023 18:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
09-Jul-2023 18:30:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
09-Jul-2023 18:45:00,66.5,1.1,12.2,1.4,0.6,0.6,NaN
09-Jul-2023 18:45:00,19.0,0.6,0.6,1.6,0.0,0.6,NaN
09-Jul-2023 19:30:00,360.0,12.0,30.0,22.5,3.0,6.0,NaN
09-Jul-2023 19:45:00,940.0,7.0,83.0,64.0,2.0,2.0,NaN
09-Jul-2023 21:45:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
09-Jul-2023 22:15:00,NaN,0.0,0.0,0.0,NaN,NaN,NaN
09-Jul-2023 22:15:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 06:45:00,200.0,0.0,0.0,24.0,0.0,0.0,NaN
10-Jul-2023 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 06:45:00,126.0,7.7,26.0,1.0,1.0,6.9,NaN
10-Jul-2023 06:45:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 07:00:00,90.0,27.0,0.0,0.0,NaN,27.0,NaN
10-Jul-2023 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 08:00:00,5.0,1.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 08:00:00,NaN,0.0,0.0,0.0,0.0,0.0,0.0
10-Jul-2023 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 08:30:00,5.0,1.0,0.0,0.0,0.0,0.5,NaN
10-Jul-2023 08:30:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
10-Jul-2023 08:30:00,7.9,0.3,0.3,0.7,0.0,0.3,NaN
10-Jul-2023 10:15:00,6.1,0.0,0.7,0.1,0.0,0.0,NaN
10-Jul-2023 10:15:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
10-Jul-2023 10:15:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
10-Jul-2023 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 11:15:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
10-Jul-2023 12:45:00,54.0,0.0,5.4,3.6,0.0,0.0,NaN
10-Jul-2023 12:45:00,0.0,0.0,0.0,0.0,NaN,NaN,NaN
10-Jul-2023 12:45:00,NaN,NaN,82.2,0.6,NaN,NaN,0.6
10-Jul-2023 12:45:00,25.1,2.9,3.5,0.8,NaN,1.9,NaN
10-Jul-2023 12:45:00,50.0,0.5,3.0,4.0,0.0,0.0,NaN
10-Jul-2023 12:45:00,177.1,0.0,34.5,4.4,0.0,0.0,NaN
10-Jul-2023 12:45:00,240.0,4.0,0.0,24.0,0.0,0.0,NaN
10-Jul-2023 13:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
10-Jul-2023 13:00:00,0.0,0.0,0.0,0.0,0.0,NaN,NaN
10-Jul-2023 15:00:00,6.1,0.0,0.7,0.1,0.0,0.0,NaN
10-Jul-2023 15:00:00,7.5,0.2,0.2,0.6,0.0,0.2,NaN
10-Jul-2023 15:00:00,113.7,0.3,26.5,0.3,0.1,0.0,NaN
10-Jul-2023 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,NaN
10-Jul-2023 15:45:00,6.0,0.0,0.7,0.1,0.0,0.0,NaN
10-Jul-2023 19:45:00,NaN,NaN,425.6,0.0,6.8,0.0,0.0
10-Jul-2023 19:45:00,118.3,0.0,0.0,13.8,NaN,NaN,NaN
10-Jul-2023 19:45:00,57.6,11.3,5.6,0.0,5.6,5.8,NaN
10-Jul-2023 19:45:00,33.0,2.2,0.0,2.2,0.0,0.0,NaN
